Author_Name,Title,Elapsed_Time,Num_Comments,Number_of_Upvotes,Author_Tier,Author_Discussion_Tier,Num_Followers,Discussion_Golds,Discussion_Silvers,Discussion_Bronzes,Current_Discussion_Rank,Highest_Discussion_Rank,Discussion_link
Marco Vasquez E,Helpful Python Code for Data Exploration in Pandas,3 years,8,8,Master,Expert,268,348,8,8,707,78,https://www.kaggle.com/getting-started/106071
Shubham Singh,Check out these 24 Python libraries you should know,3 years,4,8,Contributor,Contributor,2,9,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/106090
Raju Kumar Mishra,Some R data science cheatsheets,3 years,6,8,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/106122
JasonX,MAE and RMSE — Which Metric is Better?,3 years,8,8,Expert,Expert,45,137,28,7,661,121,https://www.kaggle.com/getting-started/106358
Brun,Public datasets for EVERY purpose,3 years,10,8,Expert,Expert,24,225,8,5,1064,87,https://www.kaggle.com/getting-started/106402
Pritesh Shrivastava,My learnings after becoming a Kernels Expert,3 years,6,8,Expert,Expert,93,118,9,2,1327,258,https://www.kaggle.com/getting-started/106734
Divya Shah,Machine Learning Reasearch Papers,3 years,5,8,Expert,Expert,7,48,4,2,2067,323,https://www.kaggle.com/getting-started/107825
Lorenzo De Tomasi,Pandas-Profiling Interactive Pandas Data Exploration Tool,2 years,9,8,Expert,Expert,44,70,5,0,2071,256,https://www.kaggle.com/getting-started/108850
Andrea Garritano,How do you find Machine Learning events near you?,2 years,10,8,Expert,Expert,19,56,1,1,2103,383,https://www.kaggle.com/getting-started/109103
David Tang,SQL Summer Camp Certs with Names!,2 years,17,8,Expert,Expert,119,199,6,5,1039,98,https://www.kaggle.com/getting-started/109743
Prashant Banerjee,EDA is fun,2 years,7,8,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/110267
Vijay Gupta,Build your First LogisticRegression Model,2 years,4,7,Expert,Expert,14,58,6,2,1924,254,https://www.kaggle.com/getting-started/110308
Ouassim Adnane,🔥 TensorFlow 🔥『2』.『0』Free Video Tutorials,2 years,12,8,Master,Master,260,262,38,23,413,50,https://www.kaggle.com/getting-started/111397
Ouassim Adnane,"Pandas 🐼 Tricks #️13 : Examine the ""head"" of a wide(...) DataFrame",2 years,3,8,Master,Master,260,262,38,23,413,50,https://www.kaggle.com/getting-started/111710
Anderson Liege,Simple way to plot categorical variable using ggplot,2 years,10,8,Contributor,Contributor,4,29,4,1,Unranked,Unranked,https://www.kaggle.com/getting-started/111776
Prashant Banerjee,Random Forest Classifier with Feature Importance,2 years,2,8,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/111862
Andrea Garritano,Python 3.8 was released!,2 years,1,8,Expert,Expert,19,56,1,1,2103,383,https://www.kaggle.com/getting-started/112743
Andrea Garritano,Netflix just open-sourced Polynote: a cool Data Science workflow tool,2 years,0,8,Expert,Expert,19,56,1,1,2103,383,https://www.kaggle.com/getting-started/114253
Monika Panfil,"[Creating kernel with visible charts, outputs]",2 years,9,8,Expert,Expert,74,56,1,0,2176,438,https://www.kaggle.com/getting-started/114710
JasonX,"Interview David Ferrucci: IBM Watson, Jeopardy & Deep Conversations with AI",2 years,0,8,Expert,Expert,45,137,28,7,661,121,https://www.kaggle.com/getting-started/116138
JasonX,Bias - Variance Tradeoff,2 years,1,8,Expert,Expert,45,137,28,7,661,121,https://www.kaggle.com/getting-started/117554
Saurav Anand,Python tools,2 years,3,8,Master,Expert,316,410,14,6,402,97,https://www.kaggle.com/getting-started/117858
Saurav Anand,Google Data Engineering cheatsheet,2 years,2,8,Master,Expert,316,410,14,6,402,97,https://www.kaggle.com/getting-started/118526
Raju Kumar Mishra,Collection of MySQL interview questions for Data Scientists,2 years,3,8,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/119393
Neerja Jhingan,GUIDE TO EDA - Exploratory Data Analysis - 1,2 years,5,8,Contributor,Contributor,3,13,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/121054
Fares Sayah,What is Bagging in Ensemble Learning?,2 years,2,8,Master,Expert,900,254,18,11,463,68,https://www.kaggle.com/getting-started/121775
Tensor Girl,Mentoring for Career in Data Science for University Students,2 years,7,8,Grandmaster,Grandmaster,3834,852,30,97,5,5,https://www.kaggle.com/getting-started/122060
Prashant Banerjee,A Complete Tutorial on Tree Based Modeling from Scratch (with Python and R codes),2 years,3,8,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/122308
Prashant Banerjee,Free Comprehensive Learning Path to become a Data Scientist,2 years,2,8,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/122589
Fares Sayah,📊Data Science📈 Hand Book📔,2 years,3,8,Master,Expert,900,254,18,11,463,68,https://www.kaggle.com/getting-started/123461
Ouassim Adnane,Introduction to Stream Processing with Apache Flink,2 years,4,8,Master,Master,260,262,38,23,413,50,https://www.kaggle.com/getting-started/123795
Fares Sayah,🎓Universities Classification using KNNeighbors🏢|Private vs Public,2 years,1,8,Master,Expert,900,254,18,11,463,68,https://www.kaggle.com/getting-started/124406
NoLogic,Top NLP Repos in GitHub,2 years,4,8,Expert,Expert,85,560,9,0,571,57,https://www.kaggle.com/getting-started/124714
Raju Kumar Mishra,9 Excellent Notebook to learn Python List,2 years,7,8,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/125643
voru588,"👉 Interactive, publication-quality graphs with Plotly 👈 Python/R/JavaScript",2 years,5,8,Expert,Expert,129,105,11,5,861,113,https://www.kaggle.com/getting-started/126240
Raju Kumar Mishra,Book deep learning with Pytorch free to download link,2 years,4,8,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/126347
Hassan Amin,"Customer Transaction Prediction Using XGBoost and Gridsearch parameter optimization, dealing with imbalanced dataset",2 years,8,7,Expert,Expert,112,73,6,2,1494,246,https://www.kaggle.com/getting-started/126898
Hassan Amin,Getting Started with AutoML,2 years,9,8,Expert,Expert,112,73,6,2,1494,246,https://www.kaggle.com/getting-started/127613
Prashant Banerjee,kNN Classifier in Python,2 years,4,7,Grandmaster,Grandmaster,1333,465,42,51,242,18,https://www.kaggle.com/getting-started/127725
voru588,Matplotlib vs. Seaborn vs. Plotly,2 years,5,8,Expert,Expert,129,105,11,5,861,113,https://www.kaggle.com/getting-started/127784
Mohammed Tayor,10 Articles and Tutorials about Outliers,2 years,13,7,Expert,Expert,48,203,10,9,794,85,https://www.kaggle.com/getting-started/128381
Caesar Lupum,"Difference between Machine Learning, Data Science, AI, Deep Learning, and Statistics",2 years,2,8,Master,Expert,367,524,13,8,395,54,https://www.kaggle.com/getting-started/128732
Mohammed Tayor,18 Articles About Natural Language Processing,2 years,12,8,Expert,Expert,48,203,10,9,794,85,https://www.kaggle.com/getting-started/128741
Mohammed Tayor,20 Comprehensive Articles About Statistics,2 years,14,8,Expert,Expert,48,203,10,9,794,85,https://www.kaggle.com/getting-started/128742
Tayyab Ali,Got Certified in Data Visualizations,2 years,13,8,Expert,Expert,21,54,2,0,2124,474,https://www.kaggle.com/getting-started/128926
Prashant Banerjee,Random Forest Classifier in Python,2 years,10,8,Grandmaster,Grandmaster,1333,465,42,51,242,18,https://www.kaggle.com/getting-started/129492
voru588,R Cheat Sheets on many topics,2 years,2,8,Expert,Expert,129,105,11,5,861,113,https://www.kaggle.com/getting-started/129630
Saurav Anand,Lambda Function in python,2 years,9,8,Master,Expert,316,410,14,6,402,97,https://www.kaggle.com/getting-started/130275
Prashant Banerjee,Explain model predictions with Shapely values,2 years,1,8,Grandmaster,Grandmaster,1333,465,42,51,242,18,https://www.kaggle.com/getting-started/130292
Raju Kumar Mishra,Apply the K-means clustering algorithm for IT performance monitoring,2 years,0,8,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/130577
Fares Sayah,Classification problems using K-Nearest Neighbors,2 years,3,8,Master,Expert,900,254,18,11,463,68,https://www.kaggle.com/getting-started/130725
Yash Agrawal,Upvotes!,2 years,21,8,Contributor,Contributor,6,21,2,0,Unranked,Unranked,https://www.kaggle.com/getting-started/131004
Hassan Amin,BERT Getting Started on Kaggle,2 years,3,8,Expert,Expert,112,73,6,2,1494,246,https://www.kaggle.com/getting-started/131269
NoLogic,𝗟𝗼𝘀𝘀 𝗙𝘂𝗻𝗰𝘁𝗶𝗼𝗻 𝗖𝗼𝗻𝘃𝗲𝘅𝗶𝘁𝘆 𝗮𝗻𝗱 𝗚𝗿𝗮𝗱𝗶𝗲𝗻𝘁 𝗗𝗲𝘀𝗰𝗲𝗻𝘁 𝗢𝗽𝘁𝗶𝗺𝗶𝘇𝗮𝘁𝗶𝗼𝗻,2 years,6,8,Expert,Expert,85,560,9,0,572,57,https://www.kaggle.com/getting-started/131318
Deepak Deepu,Powerful antibiotic discovered using machine learning for first time,2 years,0,8,Master,Expert,105,94,8,3,1187,344,https://www.kaggle.com/getting-started/131783
veritasium,Visualizing NLP,2 years,20,7,Expert,Expert,3,73,1,1,1751,300,https://www.kaggle.com/getting-started/131864
NoLogic,Dive into Deep Learning,2 years,5,8,Expert,Expert,85,560,9,0,572,57,https://www.kaggle.com/getting-started/133166
Parul Pandey,Kaggle Starter Codes,2 years,2,8,Grandmaster,Expert,3617,149,27,9,362,146,https://www.kaggle.com/getting-started/133325
Venkat Murali,Confusion Matrix - Tax Payers and Non Tax Payers,2 years,2,8,Expert,Expert,48,79,2,0,1849,370,https://www.kaggle.com/getting-started/133765
Caesar Lupum,"Complete Guide to Time Series Forecasting: Arima, Arimax",2 years,4,8,Master,Expert,367,524,13,8,395,54,https://www.kaggle.com/getting-started/134213
Anusha Nidamanuri,Confusion matrix and why do you need it?,2 years,6,8,Expert,Expert,13,62,1,0,2077,456,https://www.kaggle.com/getting-started/135854
Danny Darvish,"""This is the opposite of what we do in native Python, which is column-first, row-second.""",2 years,3,8,Novice,Novice,0,1,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/138866
Raju Kumar Mishra,HealthyR: R for health data analysis,2 years,0,8,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/141236
Ishan Srivastava,How to download all input data from a kaggle kernel,2 years,2,8,Novice,Novice,0,0,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/142305
Suryadeepti,Basic python for Machine Learning,2 years,7,8,Expert,Contributor,25,29,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/145793
Vivek_anandh,getting started with kaggle tutorials,2 years,7,8,Contributor,Contributor,8,19,4,1,Unranked,Unranked,https://www.kaggle.com/getting-started/146768
Kuber@IITB,Tips to keep ram utilization low,2 years,5,8,Expert,Expert,31,57,6,0,1592,492,https://www.kaggle.com/getting-started/147005
BryanB,🎨 [Cheatsheet] How to chose the right visualization for your data ? 🎨,2 years,10,8,Master,Expert,206,113,12,2,672,324,https://www.kaggle.com/getting-started/147186
Rishabh,Best Data science courses and resources for beginners,2 years,6,8,Expert,Contributor,6,27,2,0,Unranked,Unranked,https://www.kaggle.com/getting-started/147341
Raj,Free Guidance/Coaching For Data Science Aspirants,2 years,26,8,Expert,Expert,21,59,3,0,2002,492,https://www.kaggle.com/getting-started/148206
AkshatGupta,"Free Datacamp, Pluralsight, Linkedin Learning and much more.",2 years,1,8,Expert,Expert,33,74,3,1,1370,352,https://www.kaggle.com/getting-started/148464
Karim Negm,Learn tensorFlow 2.1.0 step by step,2 years,10,8,Expert,Expert,78,74,1,0,1812,503,https://www.kaggle.com/getting-started/148560
Mohammad Reza Ghari,100% off Udemy Coupons,2 years,9,7,Expert,Expert,130,124,3,5,1055,188,https://www.kaggle.com/getting-started/148743
shivan kumar,Math for Data Science,2 years,13,8,Master,Expert,335,186,18,8,494,101,https://www.kaggle.com/getting-started/149588
BryanB,🎓 Top 10 NLP Courses to get started 🎓,2 years,4,8,Master,Expert,206,113,12,2,672,324,https://www.kaggle.com/getting-started/150588
BryanB,📄 TOP 10 Papers to get started with GANs 📄,2 years,2,8,Master,Expert,206,113,12,2,672,324,https://www.kaggle.com/getting-started/150948
Deepti,FbProphet Introduction- Part-1,2 years,13,8,Novice,Novice,18,11,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/151267
Sanyam Bhutani,AMA with Grandmaster SRK | Chai Time Data Science Show,2 years,5,8,Master,Master,729,370,45,51,37,37,https://www.kaggle.com/getting-started/151365
Fares Sayah,Free all week! Unlimited access to DataCamp,2 years,2,7,Master,Expert,900,254,18,11,463,68,https://www.kaggle.com/getting-started/151708
Mohammad Reza Ghari,A Good Business Analyst,2 years,20,8,Expert,Expert,130,124,3,5,1055,188,https://www.kaggle.com/getting-started/152951
CHANDAN,Lifecycle of a Data science,2 years,7,8,Expert,Expert,19,137,11,2,854,156,https://www.kaggle.com/getting-started/154862
Rekib Ahmed,Awesome Data Science Repo,2 years,14,7,Contributor,Contributor,3,7,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/155514
Ishan Dutta,Best Pandas Cheat Sheet - Python,2 years,6,8,Master,Expert,425,154,16,14,181,145,https://www.kaggle.com/getting-started/156518
Biranchi,Running Python Flask Apps on Google Colab,2 years,0,8,Contributor,Contributor,16,4,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/156736
Abu Yusuf,"Most Essential Basic Questions of Machine Learning, You must know to Face Interview",2 years,8,8,Contributor,Contributor,3,12,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/157008
Amit Hasan Shuvo,Basics of Apriori Algorithm,2 years,3,8,Expert,Expert,138,101,1,4,1147,283,https://www.kaggle.com/getting-started/157119
Pranav Anand,"Microsoft Research AI Institute ""Geometry of Deep Learning""",2 years,10,8,Expert,Expert,54,94,8,3,773,155,https://www.kaggle.com/getting-started/159110
Fedi Ben Messaoud,Introducing Apache Spark 3.0 - Databricks,2 years,4,8,Expert,Expert,94,86,6,1,1443,358,https://www.kaggle.com/getting-started/160195
Julia Says,Women in Data Science,2 years,9,8,Expert,Expert,72,51,2,2,1558,345,https://www.kaggle.com/getting-started/160235
Fedi Ben Messaoud,Overfitting and Underfitting,2 years,3,8,Expert,Expert,94,86,6,1,1443,358,https://www.kaggle.com/getting-started/160338
Prageeth Anjula,"All in one place, knowledge pool for beginner data scientists",2 years,6,8,Expert,Expert,51,88,1,0,1872,530,https://www.kaggle.com/getting-started/160403
Fedi Ben Messaoud,6 Types of SQL statements in ORACLE SQL,2 years,3,8,Expert,Expert,94,86,6,1,1443,358,https://www.kaggle.com/getting-started/160559
Mohamed Fadl,Applications of Machine learning,2 years,1,8,Expert,Expert,19,75,2,1,1687,450,https://www.kaggle.com/getting-started/160574
Mohamed Fadl,TOP 5 Development Environments For Data Science & machine learning,2 years,5,7,Expert,Expert,19,75,2,1,1687,450,https://www.kaggle.com/getting-started/160744
Fedi Ben Messaoud,Python for Data Science Cheat Sheet,2 years,2,8,Expert,Expert,94,86,6,1,1443,358,https://www.kaggle.com/getting-started/160747
Alexis Cook,Deep Learning for Computer Vision Course Discussion,2 years,57,8,Team,Expert,4501,134,14,16,Unranked,Unranked,https://www.kaggle.com/getting-started/161321
CHANDAN,5 Must Know Statistics Concepts for Data Scientist,2 years,5,8,Expert,Expert,19,137,11,2,854,156,https://www.kaggle.com/getting-started/162350
satnam,Great upcoming free course for Data Analysis,2 years,5,8,Expert,Contributor,13,36,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/162709
Abhishek Hegde,Pandas Profiling: A powerful trick for quick EDA!,2 years,11,8,Expert,Expert,10,88,1,0,1778,446,https://www.kaggle.com/getting-started/162971
Ruchi Bhatia,Recommended books,2 years,2,8,Grandmaster,Master,3060,327,37,25,112,44,https://www.kaggle.com/getting-started/163732
Ruchi Bhatia,Pandas Bokeh for better dashboards!,2 years,0,8,Grandmaster,Master,3060,327,37,25,112,44,https://www.kaggle.com/getting-started/163741
Ishan Dutta,Happy to become a 2x Kaggle Expert in a short time !!,2 years,4,8,Master,Expert,425,154,16,14,181,145,https://www.kaggle.com/getting-started/164512
CHANDAN,Tools for Data Scientist,2 years,6,8,Expert,Expert,19,137,11,2,854,156,https://www.kaggle.com/getting-started/164984
Dharini R,Here are some free courses in Deep Learning for beginners,2 years,12,8,Expert,Expert,9,91,4,0,1608,395,https://www.kaggle.com/getting-started/165884
Pranav Anand,Must Read Practical Topics Books for Data Science,2 years,10,8,Expert,Expert,54,94,8,3,773,155,https://www.kaggle.com/getting-started/167477
Abhishek,Let's begin With a BOOM💪,2 years,0,8,Expert,Expert,30,52,6,0,1780,543,https://www.kaggle.com/getting-started/167952
Mohammad Essam,Data Science Overview,2 years,8,7,Expert,Expert,96,202,20,3,428,116,https://www.kaggle.com/getting-started/170482
Mohammad Essam,Data Science Roadmap 2020,2 years,29,6,Expert,Expert,96,202,20,3,428,116,https://www.kaggle.com/getting-started/172051
Amritvir Singh,Guide: ML Roadmap 2020 (from Beginners to Advanced),2 years,5,8,Expert,Expert,66,224,6,1,692,152,https://www.kaggle.com/getting-started/172097
Ruchi Bhatia,TensorFlow Recorder,2 years,5,8,Grandmaster,Master,3060,327,37,25,112,44,https://www.kaggle.com/getting-started/173520
